Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
4.2343750000,1,4259.2309570313,4224.3588867188,4182.6923828125,4101.5385742188,4522.5639648438,4192.5639648438,4210.1284179688,4179.8715820313,4080.7692871094,3997.3076171875,4259.6152343750,5448.7177734375,4110.6411132813,3486.2819824219,,,
4.2421875000,1,4258.0771484375,4227.6923828125,4162.6923828125,4102.0512695313,4521.6665039063,4193.4614257813,4211.9228515625,4180.3847656250,4088.5898437500,3996.2819824219,4261.4101562500,5428.3334960938,4113.2050781250,3487.9487304688,,,
4.2500000000,1,4259.7436523438,4228.5898437500,4143.8461914063,4103.2050781250,4523.9741210938,4193.3334960938,4210.7690429688,4178.8461914063,4089.7436523438,3998.7180175781,4261.6665039063,5411.9228515625,4115.6411132813,3488.2050781250,,,
4.2578125000,1,4261.7949218750,4227.8203125000,4143.5898437500,4105.5126953125,4538.3334960938,4192.6923828125,4213.3334960938,4179.1025390625,4085.0000000000,4003.3332519531,4262.3076171875,5380.5126953125,4121.6665039063,3487.9487304688,,,
4.2656250000,1,4260.8974609375,4228.8461914063,4145.3847656250,4105.7690429688,4549.4873046875,4195.0000000000,4217.1796875000,4178.9741210938,4087.3076171875,4004.3588867188,4264.4873046875,5351.5385742188,4125.6411132813,3487.4357910156,,,
4.2734375000,1,4263.8461914063,4231.5385742188,4142.0512695313,4106.1538085938,4547.1796875000,4195.2563476563,4217.6923828125,4180.5126953125,4091.7949218750,4004.1025390625,4263.2050781250,5336.5385742188,4122.0512695313,3485.7692871094,,,
4.2812500000,1,4265.7690429688,4230.2563476563,4142.3076171875,4105.3847656250,4545.0000000000,4193.4614257813,4215.6411132813,4180.7690429688,4089.1025390625,4005.1281738281,4262.4360351563,5330.1284179688,4117.3076171875,3486.2819824219,,,
4.2890625000,1,4263.4614257813,4228.9741210938,4143.7177734375,4103.9741210938,4545.0000000000,4197.8203125000,4217.6923828125,4179.8715820313,4089.1025390625,4005.1281738281,4266.1538085938,5318.3334960938,4121.2822265625,3488.5898437500,,,
4.2968750000,1,4263.4614257813,4229.4873046875,4146.9228515625,4102.5639648438,4543.8461914063,4201.5385742188,4219.6152343750,4180.5126953125,4092.4357910156,4004.6154785156,4265.6411132813,5306.1538085938,4125.2563476563,3486.6667480469,,,
4.3046875000,1,4265.1284179688,4228.3334960938,4158.3334960938,4106.1538085938,4544.8715820313,4196.5385742188,4216.9228515625,4180.8974609375,4092.8205566406,4005.1281738281,4264.1025390625,5298.8461914063,4122.9487304688,3483.7180175781,,,
4.3125000000,1,4262.6923828125,4226.6665039063,4172.0512695313,4109.1025390625,4546.6665039063,4192.6923828125,4214.7436523438,4179.4873046875,4090.8974609375,4004.6154785156,4262.8203125000,5283.0771484375,4121.4101562500,3483.2050781250,,,
4.3203125000,1,4260.6411132813,4228.2050781250,4187.4360351563,4105.2563476563,4550.0000000000,4198.7177734375,4214.7436523438,4178.7177734375,4090.8974609375,4005.1281738281,4263.4614257813,5281.5385742188,4122.1796875000,3484.2307128906,,,
4.3281250000,1,4262.5639648438,4229.3588867188,4197.4360351563,4103.7177734375,4552.8203125000,4199.4873046875,4217.1796875000,4180.1284179688,4092.0512695313,4005.1281738281,4264.1025390625,5276.9228515625,4118.9741210938,3481.9230957031,,,
4.3359375000,1,4262.4360351563,4227.1796875000,4194.1025390625,4106.1538085938,4549.1025390625,4197.0512695313,4216.2822265625,4178.3334960938,4092.8205566406,4004.1025390625,4263.7177734375,5274.8715820313,4116.9228515625,3480.1281738281,,,
4.3437500000,1,4262.6923828125,4226.9228515625,4191.1538085938,4106.9228515625,4537.0512695313,4198.8461914063,4214.3588867188,4178.0771484375,4092.9487304688,4007.3076171875,4264.4873046875,5276.0258789063,4120.2563476563,3481.0256347656,,,
4.3515625000,1,4262.5639648438,4226.7949218750,4194.6152343750,4104.6152343750,4512.5639648438,4199.3588867188,4215.1284179688,4180.3847656250,4091.7949218750,4013.0769042969,4265.1284179688,5302.4360351563,4120.3847656250,3481.4101562500,,,
4.3593750000,1,4262.5639648438,4226.6665039063,4196.5385742188,4104.1025390625,4480.3847656250,4196.9228515625,4216.0258789063,4181.0258789063,4095.6411132813,4014.3588867188,4263.4614257813,5315.5126953125,4118.7177734375,3481.5385742188,,,
4.3671875000,1,4262.1796875000,4227.8203125000,4194.6152343750,4104.7436523438,4452.5639648438,4194.7436523438,4215.7690429688,4179.3588867188,4098.2050781250,4012.5642089844,4262.9487304688,5338.5898437500,4117.9487304688,3484.2307128906,,,
4.3750000000,1,4262.8203125000,4227.8203125000,4195.7690429688,4103.9741210938,4429.7436523438,4196.7949218750,4218.8461914063,4179.2309570313,4097.0512695313,4012.4357910156,4265.1284179688,5355.1284179688,4119.7436523438,3486.5385742188,,,
4.3828125000,1,4261.7949218750,4224.1025390625,4196.7949218750,4104.4873046875,4402.5639648438,4196.5385742188,4219.6152343750,4178.5898437500,4096.7949218750,4012.5642089844,4266.4101562500,5379.3588867188,4117.4360351563,3482.9487304688,,,
4.3906250000,1,4262.8203125000,4224.6152343750,4196.7949218750,4106.1538085938,4377.6923828125,4195.8974609375,4215.6411132813,4178.4614257813,4096.2822265625,4012.5642089844,4265.8974609375,5390.3847656250,4112.9487304688,3482.9487304688,,,
4.3984375000,1,4260.8974609375,4226.7949218750,4194.6152343750,4105.8974609375,4356.1538085938,4196.2822265625,4211.4101562500,4180.7690429688,4097.0512695313,4012.9487304688,4265.3847656250,5412.9487304688,4112.4360351563,3486.4101562500,,,
4.4062500000,1,4256.4101562500,4225.5126953125,4195.7690429688,4103.8461914063,4330.1284179688,4196.4101562500,4211.5385742188,4181.1538085938,4101.0258789063,4012.6923828125,4265.7690429688,5434.1025390625,4114.1025390625,3486.5385742188,,,
4.4140625000,1,4255.6411132813,4222.9487304688,4197.8203125000,4102.4360351563,4307.5639648438,4195.2563476563,4214.8715820313,4178.7177734375,4102.3076171875,4013.2050781250,4267.4360351563,5458.4614257813,4112.1796875000,3484.2307128906,,,
4.4218750000,1,4260.2563476563,4223.7177734375,4196.6665039063,4103.9741210938,4293.7177734375,4196.0258789063,4216.2822265625,4178.9741210938,4098.0771484375,4014.3588867188,4268.8461914063,5464.1025390625,4109.1025390625,3485.5129394531,,,
4.4296875000,1,4261.9228515625,4225.6411132813,4194.7436523438,4102.5639648438,4273.7177734375,4197.8203125000,4210.1284179688,4180.2563476563,4097.6923828125,4014.6154785156,4266.7949218750,5479.3588867188,4112.4360351563,3485.5129394531,,,
4.4375000000,1,4259.3588867188,4225.5126953125,4195.6411132813,4097.9487304688,4236.9228515625,4196.1538085938,4209.4873046875,4179.6152343750,4101.6665039063,4014.4870605469,4264.4873046875,5515.7690429688,4114.4873046875,3482.8205566406,,,
4.4453125000,1,4256.5385742188,4223.3334960938,4198.7177734375,4095.8974609375,4209.3588867188,4195.1284179688,4212.5639648438,4179.3588867188,4102.0512695313,4014.7436523438,4269.4873046875,5538.7177734375,4109.8715820313,3483.9743652344,,,
4.4531250000,1,4255.8974609375,4222.0512695313,4199.7436523438,4097.0512695313,4198.0771484375,4196.4101562500,4210.0000000000,4180.3847656250,4104.2309570313,4014.3588867188,4274.3588867188,5541.4101562500,4105.6411132813,3484.6154785156,,,
4.4609375000,1,4256.5385742188,4220.8974609375,4198.8461914063,4098.0771484375,4183.9741210938,4197.3076171875,4207.3076171875,4181.9228515625,4107.4360351563,4014.6154785156,4274.6152343750,5547.8203125000,4105.6411132813,3483.4614257813,,,
4.4687500000,1,4252.8203125000,4221.2822265625,4200.2563476563,4093.2050781250,4170.5126953125,4197.5639648438,4209.3588867188,4182.9487304688,4105.2563476563,4016.6667480469,4270.8974609375,5566.4101562500,4104.8715820313,3486.4101562500,,,
4.4765625000,1,4250.5126953125,4218.8461914063,4203.8461914063,4087.5642089844,4176.9228515625,4197.5639648438,4208.9741210938,4183.5898437500,4102.1796875000,4018.7180175781,4270.6411132813,5561.1538085938,4103.8461914063,3485.2563476563,,,
4.4843750000,1,4253.9741210938,4216.4101562500,4202.5639648438,4084.3588867188,4191.7949218750,4197.4360351563,4208.9741210938,4181.5385742188,4105.2563476563,4018.2050781250,4274.1025390625,5542.9487304688,4105.0000000000,3479.8718261719,,,
4.4921875000,1,4254.6152343750,4218.4614257813,4200.8974609375,4083.5898437500,4194.4873046875,4195.1284179688,4210.3847656250,4180.0000000000,4107.4360351563,4017.8205566406,4278.4614257813,5522.6923828125,4103.3334960938,3480.8974609375,,,
4.5000000000,1,4250.2563476563,4218.2050781250,4201.7949218750,4080.6411132813,4177.9487304688,4196.7949218750,4208.8461914063,4179.6152343750,4105.2563476563,4020.1281738281,4277.3076171875,5540.5126953125,4099.2309570313,3485.2563476563,,,
4.5078125000,1,4247.9487304688,4212.9487304688,4201.6665039063,4077.0512695313,4145.3847656250,4200.8974609375,4211.7949218750,4180.3847656250,4105.3847656250,4022.0512695313,4273.3334960938,5573.2050781250,4097.9487304688,3487.5642089844,,,
4.5156250000,1,4246.9228515625,4211.5385742188,4199.6152343750,4077.0512695313,4118.7177734375,4201.5385742188,4213.3334960938,4180.2563476563,4107.4360351563,4022.1794433594,4276.2822265625,5597.4360351563,4096.0258789063,3486.9230957031,,,
4.5234375000,1,4249.1025390625,4215.7690429688,4199.8715820313,4077.9487304688,4110.6411132813,4197.4360351563,4208.3334960938,4180.1284179688,4106.7949218750,4022.1794433594,4279.6152343750,5591.7949218750,4096.9228515625,3485.2563476563,,,
4.5312500000,1,4250.1284179688,4215.0000000000,4201.1538085938,4077.9487304688,4104.6152343750,4197.0512695313,4207.4360351563,4179.4873046875,4104.6152343750,4022.6923828125,4278.3334960938,5592.4360351563,4099.3588867188,3484.7436523438,,,
4.5390625000,1,4248.0771484375,4211.2822265625,4203.9741210938,4076.1538085938,4093.9743652344,4200.0000000000,4210.2563476563,4179.8715820313,4106.4101562500,4022.0512695313,4278.2050781250,5591.1538085938,4098.5898437500,3487.4357910156,,,
4.5468750000,1,4246.4101562500,4210.3847656250,4204.6152343750,4074.4870605469,4084.7436523438,4199.1025390625,4207.5639648438,4181.2822265625,4107.8203125000,4022.4357910156,4280.1284179688,5602.1796875000,4099.1025390625,3486.2819824219,,,
4.5546875000,1,4250.1284179688,4211.7949218750,4202.5639648438,4074.8718261719,4069.3588867188,4199.1025390625,4207.0512695313,4182.8203125000,4109.3588867188,4022.8205566406,4280.5126953125,5609.2309570313,4100.2563476563,3482.1794433594,,,
4.5625000000,1,4249.3588867188,4213.0771484375,4201.7949218750,4075.7692871094,4053.7180175781,4199.2309570313,4207.1796875000,4182.5639648438,4113.0771484375,4021.1538085938,4278.8461914063,5617.6923828125,4098.9741210938,3481.1538085938,,,
4.5703125000,1,4247.6923828125,4211.0258789063,4202.5639648438,4076.1538085938,4047.4357910156,4196.2822265625,4205.1284179688,4180.6411132813,4113.7177734375,4023.4614257813,4280.2563476563,5613.0771484375,4102.1796875000,3483.4614257813,,,
4.5781250000,1,4247.0512695313,4210.6411132813,4195.8974609375,4074.1025390625,4044.1025390625,4193.9741210938,4206.0258789063,4178.5898437500,4111.4101562500,4029.6154785156,4280.8974609375,5615.5126953125,4107.1796875000,3483.8461914063,,,
4.5859375000,1,4246.6665039063,4216.9228515625,4192.0512695313,4072.1794433594,4037.0512695313,4197.5639648438,4209.2309570313,4180.8974609375,4111.1538085938,4030.7692871094,4280.6411132813,5614.6152343750,4105.5126953125,3482.4357910156,,,
4.5937500000,1,4246.6665039063,4220.5126953125,4195.5126953125,4073.9743652344,4032.9487304688,4199.8715820313,4208.4614257813,4183.0771484375,4112.3076171875,4028.5898437500,4281.0258789063,5616.6665039063,4101.6665039063,3481.9230957031,,,
4.6015625000,1,4246.6665039063,4215.7690429688,4198.5898437500,4077.3076171875,4033.3332519531,4196.6665039063,4208.2050781250,4180.7690429688,4109.6152343750,4029.1025390625,4281.1538085938,5609.1025390625,4102.5639648438,3482.4357910156,,,
4.6093750000,1,4246.5385742188,4210.3847656250,4199.8715820313,4074.8718261719,4037.4357910156,4194.8715820313,4208.4614257813,4179.7436523438,4111.0258789063,4029.8718261719,4280.0000000000,5596.2822265625,4101.1538085938,3481.4101562500,,,
4.6171875000,1,4248.0771484375,4216.1538085938,4201.5385742188,4073.3332519531,4036.7949218750,4195.2563476563,4208.5898437500,4182.8203125000,4114.6152343750,4029.3588867188,4280.3847656250,5593.0771484375,4102.6923828125,3481.7949218750,,,
4.6250000000,1,4248.7177734375,4219.2309570313,4200.7690429688,4076.4101562500,4026.9230957031,4197.9487304688,4208.5898437500,4185.3847656250,4115.7690429688,4030.2563476563,4281.5385742188,5597.8203125000,4103.9741210938,3481.2819824219,,,
4.6328125000,1,4247.1796875000,4213.9741210938,4199.7436523438,4076.9230957031,4017.5642089844,4197.9487304688,4206.5385742188,4182.1796875000,4113.2050781250,4030.3845214844,4280.5126953125,5607.4360351563,4096.0258789063,3481.6667480469,,,
4.6406250000,1,4247.4360351563,4213.2050781250,4202.3076171875,4073.2050781250,4018.4614257813,4194.3588867188,4207.3076171875,4181.9228515625,4112.5639648438,4029.7436523438,4281.1538085938,5600.6411132813,4090.6411132813,3482.0512695313,,,
4.6484375000,1,4248.4614257813,4220.1284179688,4202.1796875000,4072.8205566406,4023.9743652344,4195.8974609375,4208.2050781250,4185.1284179688,4113.2050781250,4030.1281738281,4284.3588867188,5585.2563476563,4095.6411132813,3480.0000000000,,,
4.6562500000,1,4248.0771484375,4221.6665039063,4201.6665039063,4076.5385742188,4025.0000000000,4200.6411132813,4207.8203125000,4184.4873046875,4113.9741210938,4030.5129394531,4284.1025390625,5570.2563476563,4097.6923828125,3478.2050781250,,,
4.6640625000,1,4245.0000000000,4216.0258789063,4202.1796875000,4077.8205566406,4023.3332519531,4199.3588867188,4209.4873046875,4179.6152343750,4115.2563476563,4029.6154785156,4280.6411132813,5576.9228515625,4092.5642089844,3480.0000000000,,,
4.6718750000,1,4244.7436523438,4212.8203125000,4201.7949218750,4075.3845214844,4025.6411132813,4194.8715820313,4210.7690429688,4180.7690429688,4112.4360351563,4030.3845214844,4282.4360351563,5566.9228515625,4091.4101562500,3483.3332519531,,,
4.6796875000,1,4245.7690429688,4213.0771484375,4200.0000000000,4074.7436523438,4029.1025390625,4195.0000000000,4207.5639648438,4184.8715820313,4111.0258789063,4033.3332519531,4286.0258789063,5560.8974609375,4092.1794433594,3483.0769042969,,,
4.6875000000,1,4247.6923828125,4216.1538085938,4200.5126953125,4077.1794433594,4027.0512695313,4198.7177734375,4207.0512695313,4184.4873046875,4116.5385742188,4034.6154785156,4286.0258789063,5557.1796875000,4091.1538085938,3481.9230957031,,,
4.6953125000,1,4247.0512695313,4215.6411132813,4201.0258789063,4075.8974609375,4024.2307128906,4197.9487304688,4210.1284179688,4181.5385742188,4118.9741210938,4033.4614257813,4284.1025390625,5559.6152343750,4091.7949218750,3481.0256347656,,,
4.7031250000,1,4246.5385742188,4211.1538085938,4202.0512695313,4073.5898437500,4023.3332519531,4194.8715820313,4211.1538085938,4180.3847656250,4115.8974609375,4032.4357910156,4282.3076171875,5547.1796875000,4092.6923828125,3480.1281738281,,,
4.7109375000,1,4245.5126953125,4211.2822265625,4202.0512695313,4074.4870605469,4025.2563476563,4195.7690429688,4209.4873046875,4180.1284179688,4115.8974609375,4032.9487304688,4282.5639648438,5547.4360351563,4092.0512695313,3480.6411132813,,,
4.7187500000,1,4246.9228515625,4215.6411132813,4201.1538085938,4077.1794433594,4027.5642089844,4197.1796875000,4209.6152343750,4182.6923828125,4119.6152343750,4034.2307128906,4283.9741210938,5543.4614257813,4093.0769042969,3485.1281738281,,,
4.7265625000,1,4247.3076171875,4217.8203125000,4200.1284179688,4078.0769042969,4026.9230957031,4196.4101562500,4208.2050781250,4183.4614257813,4120.0000000000,4035.2563476563,4282.4360351563,5537.0512695313,4092.1794433594,3487.9487304688,,,
4.7343750000,1,4244.6152343750,4218.7177734375,4200.3847656250,4078.9743652344,4027.0512695313,4197.8203125000,4206.7949218750,4181.7949218750,4120.2563476563,4034.6154785156,4280.1284179688,5531.4101562500,4090.5129394531,3484.2307128906,,,
4.7421875000,1,4244.1025390625,4217.1796875000,4199.3588867188,4078.7180175781,4026.6667480469,4198.2050781250,4207.4360351563,4181.6665039063,4117.6923828125,4035.1281738281,4280.7690429688,5536.0258789063,4093.0769042969,3483.3332519531,,,
4.7500000000,1,4244.2309570313,4216.9228515625,4199.8715820313,4077.3076171875,4018.5898437500,4198.4614257813,4207.5639648438,4183.8461914063,4119.3588867188,4037.3076171875,4281.4101562500,5539.4873046875,4093.3332519531,3485.3845214844,,,
4.7578125000,1,4238.9741210938,4219.1025390625,4202.1796875000,4079.7436523438,4016.4101562500,4199.8715820313,4206.1538085938,4182.4360351563,4124.6152343750,4037.4357910156,4280.5126953125,5527.6923828125,4089.8718261719,3483.8461914063,,,
4.7656250000,1,4237.8203125000,4215.3847656250,4204.7436523438,4082.1794433594,4019.6154785156,4197.8203125000,4206.9228515625,4180.8974609375,4123.0771484375,4037.3076171875,4279.8715820313,5521.9228515625,4084.3588867188,3481.6667480469,,,
4.7734375000,1,4245.7690429688,4212.0512695313,4210.3847656250,4081.9230957031,4009.8718261719,4195.1284179688,4208.5898437500,4180.8974609375,4118.4614257813,4039.1025390625,4277.6923828125,5525.7690429688,4080.2563476563,3481.0256347656,,,
4.7812500000,1,4244.3588867188,4212.6923828125,4214.3588867188,4081.9230957031,3993.0769042969,4195.7690429688,4207.4360351563,4179.8715820313,4120.5126953125,4040.0000000000,4277.8203125000,5536.2822265625,4079.2307128906,3480.6411132813,,,
4.7890625000,1,4237.4360351563,4213.2050781250,4214.1025390625,4081.5385742188,3985.0000000000,4194.6152343750,4208.3334960938,4182.3076171875,4124.7436523438,4038.5898437500,4281.1538085938,5539.1025390625,4078.3332519531,3482.8205566406,,,
4.7968750000,1,4240.1284179688,4211.9228515625,4215.3847656250,4079.6154785156,3987.0512695313,4195.3847656250,4208.5898437500,4183.2050781250,4123.5898437500,4037.4357910156,4282.6923828125,5541.5385742188,4073.9743652344,3484.4870605469,,,
4.8046875000,1,4243.3334960938,4212.1796875000,4217.0512695313,4080.8974609375,3993.7180175781,4201.5385742188,4206.5385742188,4180.1284179688,4120.8974609375,4040.7692871094,4281.1538085938,5530.0000000000,4071.7949218750,3483.4614257813,,,
4.8125000000,1,4237.5639648438,4209.4873046875,4217.3076171875,4081.0256347656,3987.6923828125,4199.6152343750,4206.7949218750,4180.3847656250,4120.1284179688,4046.1538085938,4279.4873046875,5537.6923828125,4069.4870605469,3485.8974609375,,,
4.8203125000,1,4237.8203125000,4210.1284179688,4224.1025390625,4080.7692871094,3969.8718261719,4194.8715820313,4208.9741210938,4183.8461914063,4121.9228515625,4047.0512695313,4280.7690429688,5542.5639648438,4063.7180175781,3486.7949218750,,,
4.8281250000,1,4241.7949218750,4212.0512695313,4227.0512695313,4081.0256347656,3953.5898437500,4195.7690429688,4208.0771484375,4182.4360351563,4123.7177734375,4044.7436523438,4280.2563476563,5549.7436523438,4061.4101562500,3481.4101562500,,,
4.8359375000,1,4238.8461914063,4207.8203125000,4223.7177734375,4075.3845214844,3924.7436523438,4197.4360351563,4206.9228515625,4180.2563476563,4122.9487304688,4045.5129394531,4280.8974609375,5575.0000000000,4060.3845214844,3480.5129394531,,,
4.8437500000,1,4233.4614257813,4207.8203125000,4225.7690429688,4071.0256347656,3905.3845214844,4195.8974609375,4208.8461914063,4180.1284179688,4122.3076171875,4047.1794433594,4286.4101562500,5602.3076171875,4056.2819824219,3483.9743652344,,,
4.8515625000,1,4236.4101562500,4211.4101562500,4229.6152343750,4078.7180175781,3928.3332519531,4195.2563476563,4211.0258789063,4182.0512695313,4123.2050781250,4046.4101562500,4289.6152343750,5562.6923828125,4055.3845214844,3483.9743652344,,,
4.8593750000,1,4239.2309570313,4209.8715820313,4231.2822265625,4085.8974609375,3955.0000000000,4196.9228515625,4210.0000000000,4183.2050781250,4122.3076171875,4046.1538085938,4288.3334960938,5522.6923828125,4053.0769042969,3484.4870605469,,,
4.8671875000,1,4238.3334960938,4207.1796875000,4236.1538085938,4081.4101562500,3975.0000000000,4196.1538085938,4209.4873046875,4183.7177734375,4122.1796875000,4046.4101562500,4288.0771484375,5500.6411132813,4044.1025390625,3486.4101562500,,,
4.8750000000,1,4237.4360351563,4205.2563476563,4237.4360351563,4076.5385742188,3980.0000000000,4194.6152343750,4209.3588867188,4185.0000000000,4124.6152343750,4046.1538085938,4291.5385742188,5499.8715820313,4042.1794433594,3487.0512695313,,,
4.8828125000,1,4236.4101562500,4198.8461914063,4234.4873046875,4077.9487304688,3927.0512695313,4194.2309570313,4207.1796875000,4184.1025390625,4126.1538085938,4046.1538085938,4289.3588867188,5546.2822265625,4045.7692871094,3491.7949218750,,,
4.8906250000,1,4232.6923828125,4193.2050781250,4235.2563476563,4078.7180175781,3935.8974609375,4195.6411132813,4206.2822265625,4183.5898437500,4124.4873046875,4046.6667480469,4289.3588867188,5527.1796875000,4041.9230957031,3497.0512695313,,,
4.8984375000,1,4234.2309570313,4192.4360351563,4232.9487304688,4077.0512695313,4070.0000000000,4197.4360351563,4209.6152343750,4185.1284179688,4122.5639648438,4045.7692871094,4291.1538085938,5389.4873046875,4039.1025390625,3496.9230957031,,,
4.9062500000,1,4239.4873046875,4189.3588867188,4229.8715820313,4075.6411132813,4142.5639648438,4197.0512695313,4209.4873046875,4183.5898437500,4123.5898437500,4046.1538085938,4288.3334960938,5316.2822265625,4045.6411132813,3495.7692871094,,,
4.9140625000,1,4238.2050781250,4187.1796875000,4234.7436523438,4075.3845214844,4098.9741210938,4196.9228515625,4207.4360351563,4180.0000000000,4124.4873046875,4049.8718261719,4286.7949218750,5357.4360351563,4047.4357910156,3497.4357910156,,,
4.9218750000,1,4236.4101562500,4190.6411132813,4232.9487304688,4073.5898437500,4108.5898437500,4194.6152343750,4208.3334960938,4179.7436523438,4125.1284179688,4051.4101562500,4291.4101562500,5333.4614257813,4042.6923828125,3495.3845214844,,,
4.9296875000,1,4238.7177734375,4194.8715820313,4226.4101562500,4074.1025390625,4184.2309570313,4197.5639648438,4208.5898437500,4182.0512695313,4122.4360351563,4049.3588867188,4292.4360351563,5248.3334960938,4046.9230957031,3491.6667480469,,,
4.9375000000,1,4241.2822265625,4196.9228515625,4228.7177734375,4079.3588867188,4208.4614257813,4200.8974609375,4209.3588867188,4185.0000000000,4122.6923828125,4049.2307128906,4288.8461914063,5215.6411132813,4054.6154785156,3491.0256347656,,,
4.9453125000,1,4241.6665039063,4199.6152343750,4226.2822265625,4080.7692871094,4206.4101562500,4197.8203125000,4209.7436523438,4188.2050781250,4128.2050781250,4050.8974609375,4292.6923828125,5223.0771484375,4055.2563476563,3490.0000000000,,,
4.9531250000,1,4243.8461914063,4207.1796875000,4213.4614257813,4078.3332519531,4215.5126953125,4195.7690429688,4209.2309570313,4188.8461914063,4130.0000000000,4050.6411132813,4295.2563476563,5206.6665039063,4056.1538085938,3486.0256347656,,,
4.9609375000,1,4243.3334960938,4211.4101562500,4203.5898437500,4081.0256347656,4213.5898437500,4199.2309570313,4208.2050781250,4185.3847656250,4129.1025390625,4050.1281738281,4291.2822265625,5195.6411132813,4060.6411132813,3482.3076171875,,,
4.9687500000,1,4241.7949218750,4210.1284179688,4200.2563476563,4087.6923828125,4218.0771484375,4200.1284179688,4207.9487304688,4184.8715820313,4132.3076171875,4050.3845214844,4294.7436523438,5182.1796875000,4063.4614257813,3483.0769042969,,,
4.9765625000,1,4238.3334960938,4210.0000000000,4195.1284179688,4087.5642089844,4182.4360351563,4197.0512695313,4207.4360351563,4187.4360351563,4136.0258789063,4050.5129394531,4297.3076171875,5227.6923828125,4063.8461914063,3482.8205566406,,,
4.9843750000,1,4234.4873046875,4211.9228515625,4191.1538085938,4081.2819824219,4050.5129394531,4200.7690429688,4209.6152343750,4188.4614257813,4137.1796875000,4050.3845214844,4289.1025390625,5350.2563476563,4066.6667480469,3481.7949218750,,,
4.9921875000,1,4232.5639648438,4210.2563476563,4188.7177734375,4081.5385742188,3928.8461914063,4202.1796875000,4209.6152343750,4186.6665039063,4137.6923828125,4050.2563476563,4285.3847656250,5466.4101562500,4067.9487304688,3482.0512695313,,,
5.0000000000,1,4236.0258789063,4209.6152343750,4189.2309570313,4087.1794433594,3923.4614257813,4197.3076171875,4208.3334960938,4187.8203125000,4138.5898437500,4050.6411132813,4293.2050781250,5474.7436523438,4067.4357910156,3482.3076171875,,,
5.0078125000,1,4236.5385742188,4210.8974609375,4189.6152343750,4085.6411132813,3944.4870605469,4194.6152343750,4209.1025390625,4188.0771484375,4137.0512695313,4050.7692871094,4295.6411132813,5461.4101562500,4067.8205566406,3480.0000000000,,,
5.0156250000,1,4235.2563476563,4212.4360351563,4191.1538085938,4080.1281738281,3930.6411132813,4194.7436523438,4209.1025390625,4184.8715820313,4136.6665039063,4050.3845214844,4293.7177734375,5463.5898437500,4069.7436523438,3480.2563476563,,,
5.0234375000,1,4237.6923828125,4213.7177734375,4201.1538085938,4079.3588867188,3937.1794433594,4196.2822265625,4208.4614257813,4182.9487304688,4135.8974609375,4050.6411132813,4297.1796875000,5443.5898437500,4065.1281738281,3481.0256347656,,,
5.0312500000,1,4237.4360351563,4211.2822265625,4217.1796875000,4079.4870605469,3942.8205566406,4197.3076171875,4209.6152343750,4185.6411132813,4135.8974609375,4050.0000000000,4299.1025390625,5438.4614257813,4058.2050781250,3476.7949218750,,,
5.0390625000,1,4235.5126953125,4206.5385742188,4225.6411132813,4077.3076171875,3923.9743652344,4197.5639648438,4208.9741210938,4186.9228515625,4136.2822265625,4051.1538085938,4297.8203125000,5462.0512695313,4059.4870605469,3475.3845214844,,,
5.0468750000,1,4237.4360351563,4206.2822265625,4225.6411132813,4078.0769042969,3907.4357910156,4196.2822265625,4208.0771484375,4185.6411132813,4137.1796875000,4056.4101562500,4298.4614257813,5469.3588867188,4060.8974609375,3478.9743652344,,,
5.0546875000,1,4238.2050781250,4207.1796875000,4224.3588867188,4080.1281738281,3907.6923828125,4198.5898437500,4209.2309570313,4184.8715820313,4136.6665039063,4060.1281738281,4298.5898437500,5459.3588867188,4056.9230957031,3479.7436523438,,,
5.0625000000,1,4234.4873046875,4206.5385742188,4227.1796875000,4078.4614257813,3915.0000000000,4198.2050781250,4209.3588867188,4185.3847656250,4136.0258789063,4059.7436523438,4300.0000000000,5463.5898437500,4056.4101562500,3478.7180175781,,,
5.0703125000,1,4235.8974609375,4202.9487304688,4229.7436523438,4073.9743652344,3914.6154785156,4194.6152343750,4208.4614257813,4185.8974609375,4137.9487304688,4059.2307128906,4302.5639648438,5460.2563476563,4056.1538085938,3480.0000000000,,,
5.0781250000,1,4236.2822265625,4201.4101562500,4225.1284179688,4072.5642089844,3927.0512695313,4193.8461914063,4207.0512695313,4184.3588867188,4137.1796875000,4059.2307128906,4302.6923828125,5438.8461914063,4052.3076171875,3480.3845214844,,,
5.0859375000,1,4236.1538085938,4201.7949218750,4228.0771484375,4076.6667480469,3953.3332519531,4194.7436523438,4205.3847656250,4183.2050781250,4135.7690429688,4059.1025390625,4304.3588867188,5408.2050781250,4052.3076171875,3479.7436523438,,,
5.0937500000,1,4238.2050781250,4202.4360351563,4237.0512695313,4077.1794433594,3955.8974609375,4195.0000000000,4204.4873046875,4183.5898437500,4137.0512695313,4060.3845214844,4306.0258789063,5419.2309570313,4050.8974609375,3478.5898437500,,,
