Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
23.5625000000,5,4301.6665039063,4317.3076171875,4351.6665039063,4390.7690429688,4235.5126953125,4324.6152343750,4148.3334960938,4323.4614257813,4318.5898437500,2431.1538085938,4353.2050781250,4319.4873046875,4224.8715820313,3572.0512695313,,,
23.5703125000,5,4300.3847656250,4316.5385742188,4351.1538085938,4389.4873046875,4236.0258789063,4325.0000000000,4151.7949218750,4322.6923828125,4318.7177734375,2441.1538085938,4348.8461914063,4316.2822265625,4227.0512695313,3572.0512695313,,,
23.5781250000,5,4299.3588867188,4315.5126953125,4349.1025390625,4388.9741210938,4237.6923828125,4323.0771484375,4151.5385742188,4325.7690429688,4319.8715820313,2447.1794433594,4349.8715820313,4316.1538085938,4230.1284179688,3573.9743652344,,,
23.5859375000,5,4300.3847656250,4315.3847656250,4350.1284179688,4385.0000000000,4235.3847656250,4321.1538085938,4148.7177734375,4323.2050781250,4317.6923828125,2455.2563476563,4350.8974609375,4317.0512695313,4226.1538085938,3572.9487304688,,,
23.5937500000,5,4300.0000000000,4315.2563476563,4350.5126953125,4384.1025390625,4233.9741210938,4321.1538085938,4149.7436523438,4321.0258789063,4316.1538085938,2465.8974609375,4352.1796875000,4318.5898437500,4222.4360351563,3571.0256347656,,,
23.6015625000,5,4296.5385742188,4316.9228515625,4349.2309570313,4382.6923828125,4237.4360351563,4321.1538085938,4154.4873046875,4324.2309570313,4317.5639648438,2474.6154785156,4349.3588867188,4316.0258789063,4223.5898437500,3570.3845214844,,,
23.6093750000,5,4298.2050781250,4316.7949218750,4350.6411132813,4378.9741210938,4236.9228515625,4319.1025390625,4152.1796875000,4323.4614257813,4315.5126953125,2481.7949218750,4346.6665039063,4315.3847656250,4225.3847656250,3570.6411132813,,,
23.6171875000,5,4300.6411132813,4313.3334960938,4349.8715820313,4376.1538085938,4235.8974609375,4319.4873046875,4152.8203125000,4320.6411132813,4314.7436523438,2489.3588867188,4344.1025390625,4313.5898437500,4222.0512695313,3568.9743652344,,,
23.6250000000,5,4300.3847656250,4312.1796875000,4346.1538085938,4376.1538085938,4238.0771484375,4319.2309570313,4156.0258789063,4321.1538085938,4316.2822265625,2497.8205566406,4344.7436523438,4312.0512695313,4222.0512695313,3570.5129394531,,,
23.6328125000,5,4296.9228515625,4311.7949218750,4346.4101562500,4376.7949218750,4240.1284179688,4318.5898437500,4155.8974609375,4322.6923828125,4316.1538085938,2507.3076171875,4345.3847656250,4308.9741210938,4225.3847656250,3569.8718261719,,,
23.6406250000,5,4298.3334960938,4309.8715820313,4348.2050781250,4372.8203125000,4238.8461914063,4317.4360351563,4154.4873046875,4324.6152343750,4316.0258789063,2516.0256347656,4342.5639648438,4307.8203125000,4226.1538085938,3567.9487304688,,,
23.6484375000,5,4298.0771484375,4312.6923828125,4345.1284179688,4370.6411132813,4240.1284179688,4316.4101562500,4157.0512695313,4322.3076171875,4316.4101562500,2523.9743652344,4338.7177734375,4308.9741210938,4224.8715820313,3565.7692871094,,,
23.6562500000,5,4294.4873046875,4315.3847656250,4344.8715820313,4369.8715820313,4242.0512695313,4316.5385742188,4156.2822265625,4320.0000000000,4311.6665039063,2533.7180175781,4336.5385742188,4308.7177734375,4225.1284179688,3564.7436523438,,,
23.6640625000,5,4290.6411132813,4311.6665039063,4344.1025390625,4370.2563476563,4241.4101562500,4317.1796875000,4152.5639648438,4320.8974609375,4309.1025390625,2541.9230957031,4338.4614257813,4309.6152343750,4225.1284179688,3566.7949218750,,,
23.6718750000,5,4294.4873046875,4309.2309570313,4341.6665039063,4366.2822265625,4242.0512695313,4317.0512695313,4152.8203125000,4319.1025390625,4310.7690429688,2548.8461914063,4337.5639648438,4310.0000000000,4223.8461914063,3568.0769042969,,,
23.6796875000,5,4296.4101562500,4310.5126953125,4341.6665039063,4367.3076171875,4242.9487304688,4316.6665039063,4155.8974609375,4314.1025390625,4311.6665039063,2556.4101562500,4336.9228515625,4310.8974609375,4223.2050781250,3563.8461914063,,,
23.6875000000,5,4293.2050781250,4310.5126953125,4340.0000000000,4365.1284179688,4245.0000000000,4316.9228515625,4157.9487304688,4313.4614257813,4311.2822265625,2565.2563476563,4334.6152343750,4308.4614257813,4223.8461914063,3561.1538085938,,,
23.6953125000,5,4293.4614257813,4309.1025390625,4339.3588867188,4359.4873046875,4244.7436523438,4315.6411132813,4156.7949218750,4317.6923828125,4309.6152343750,2572.9487304688,4335.1284179688,4305.2563476563,4225.8974609375,3565.5129394531,,,
23.7031250000,5,4293.9741210938,4310.2563476563,4342.4360351563,4357.9487304688,4246.7949218750,4312.1796875000,4157.4360351563,4315.7690429688,4307.3076171875,2581.5385742188,4334.2309570313,4304.3588867188,4224.2309570313,3566.1538085938,,,
23.7109375000,5,4291.4101562500,4308.9741210938,4341.5385742188,4361.1538085938,4247.5639648438,4311.4101562500,4158.7177734375,4310.3847656250,4306.7949218750,2590.6411132813,4331.7949218750,4306.5385742188,4220.7690429688,3561.7949218750,,,
23.7187500000,5,4291.7949218750,4306.9228515625,4336.7949218750,4359.6152343750,4246.5385742188,4312.4360351563,4160.2563476563,4310.8974609375,4307.6923828125,2596.7949218750,4328.7177734375,4301.5385742188,4221.6665039063,3560.1281738281,,,
23.7265625000,5,4294.1025390625,4309.3588867188,4337.8203125000,4358.4614257813,4244.1025390625,4312.1796875000,4159.1025390625,4314.1025390625,4307.9487304688,2604.7436523438,4332.5639648438,4299.3588867188,4225.6411132813,3563.4614257813,,,
23.7343750000,5,4291.2822265625,4310.8974609375,4338.8461914063,4356.0258789063,4244.8715820313,4311.2822265625,4158.2050781250,4314.2309570313,4310.2563476563,2615.3845214844,4332.6923828125,4301.0258789063,4223.5898437500,3564.1025390625,,,
23.7421875000,5,4289.8715820313,4305.8974609375,4333.7177734375,4353.4614257813,4246.1538085938,4310.6411132813,4156.2822265625,4312.9487304688,4308.0771484375,2621.7949218750,4328.2050781250,4301.2822265625,4219.7436523438,3560.1281738281,,,
23.7500000000,5,4289.7436523438,4299.4873046875,4330.6411132813,4352.6923828125,4245.6411132813,4312.1796875000,4157.8203125000,4313.7177734375,4302.6923828125,2627.0512695313,4323.4614257813,4295.8974609375,4219.4873046875,3558.5898437500,,,
23.7578125000,5,4290.2563476563,4301.6665039063,4333.7177734375,4352.4360351563,4246.1538085938,4311.6665039063,4158.9741210938,4312.5639648438,4302.8203125000,2636.0256347656,4327.6923828125,4298.5898437500,4221.0258789063,3562.8205566406,,,
23.7656250000,5,4289.3588867188,4307.8203125000,4335.1284179688,4348.9741210938,4249.2309570313,4308.7177734375,4159.1025390625,4312.6923828125,4306.6665039063,2645.5126953125,4332.4360351563,4302.5639648438,4220.8974609375,3561.9230957031,,,
23.7734375000,5,4288.7177734375,4306.9228515625,4332.9487304688,4347.1796875000,4248.8461914063,4306.2822265625,4158.0771484375,4312.9487304688,4305.0000000000,2651.4101562500,4330.3847656250,4299.6152343750,4222.6923828125,3558.7180175781,,,
23.7812500000,5,4287.0512695313,4301.9228515625,4330.3847656250,4348.0771484375,4246.5385742188,4307.3076171875,4161.1538085938,4309.2309570313,4300.7690429688,2659.4870605469,4326.4101562500,4296.5385742188,4222.9487304688,3556.5385742188,,,
23.7890625000,5,4288.5898437500,4301.2822265625,4328.5898437500,4350.0000000000,4247.6923828125,4304.7436523438,4162.6923828125,4308.2050781250,4301.4101562500,2667.6923828125,4328.2050781250,4299.4873046875,4222.0512695313,3558.5898437500,,,
23.7968750000,5,4287.3076171875,4300.6411132813,4329.1025390625,4349.6152343750,4248.7177734375,4303.5898437500,4162.5639648438,4310.6411132813,4302.6923828125,2674.4870605469,4330.1284179688,4299.2309570313,4222.1796875000,3560.5129394531,,,
23.8046875000,5,4285.6411132813,4299.3588867188,4331.1538085938,4342.3076171875,4247.9487304688,4304.7436523438,4161.7949218750,4310.1284179688,4300.0000000000,2681.1538085938,4325.5126953125,4294.7436523438,4224.7436523438,3560.3845214844,,,
23.8125000000,5,4286.1538085938,4299.7436523438,4330.3847656250,4342.0512695313,4248.8461914063,4303.3334960938,4161.5385742188,4308.4614257813,4298.8461914063,2688.8461914063,4324.8715820313,4294.2309570313,4225.6411132813,3556.9230957031,,,
23.8203125000,5,4286.4101562500,4299.2309570313,4328.3334960938,4344.8715820313,4248.3334960938,4304.6152343750,4162.3076171875,4309.4873046875,4302.1796875000,2696.1538085938,4327.0512695313,4294.4873046875,4221.6665039063,3555.8974609375,,,
23.8281250000,5,4285.1284179688,4297.8203125000,4327.3076171875,4344.4873046875,4245.5126953125,4305.8974609375,4162.5639648438,4306.7949218750,4303.7177734375,2703.7180175781,4324.4873046875,4292.8203125000,4217.5639648438,3556.5385742188,,,
23.8359375000,5,4285.5126953125,4299.2309570313,4327.9487304688,4339.6152343750,4248.2050781250,4302.5639648438,4161.9228515625,4304.7436523438,4301.0258789063,2711.7949218750,4319.3588867188,4292.1796875000,4217.8203125000,3556.4101562500,,,
23.8437500000,5,4285.2563476563,4298.7177734375,4327.4360351563,4340.0000000000,4250.2563476563,4302.0512695313,4161.0258789063,4307.5639648438,4299.4873046875,2719.4870605469,4319.4873046875,4293.8461914063,4220.0000000000,3556.4101562500,,,
23.8515625000,5,4284.8715820313,4297.9487304688,4326.4101562500,4341.5385742188,4248.3334960938,4304.3588867188,4162.8203125000,4308.0771484375,4299.8715820313,2727.6923828125,4320.0000000000,4294.3588867188,4219.3588867188,3556.4101562500,,,
23.8593750000,5,4285.3847656250,4298.7177734375,4325.1284179688,4341.6665039063,4249.7436523438,4301.4101562500,4164.2309570313,4304.3588867188,4297.0512695313,2733.4614257813,4320.8974609375,4294.2309570313,4220.5126953125,3557.6923828125,,,
23.8671875000,5,4284.7436523438,4297.1796875000,4324.6152343750,4339.2309570313,4254.6152343750,4300.3847656250,4165.6411132813,4305.8974609375,4296.2822265625,2738.9743652344,4319.7436523438,4290.6411132813,4219.8715820313,3554.8718261719,,,
23.8750000000,5,4282.6923828125,4295.5126953125,4323.9741210938,4337.9487304688,4253.5898437500,4303.4614257813,4163.7177734375,4308.3334960938,4297.8203125000,2747.3076171875,4321.6665039063,4292.0512695313,4217.0512695313,3551.1538085938,,,
23.8828125000,5,4280.6411132813,4296.5385742188,4322.5639648438,4338.3334960938,4250.6411132813,4303.0771484375,4162.6923828125,4305.5126953125,4296.1538085938,2754.1025390625,4321.0258789063,4292.6923828125,4217.6923828125,3549.2307128906,,,
23.8906250000,5,4281.1538085938,4296.1538085938,4322.6923828125,4337.1796875000,4250.5126953125,4301.0258789063,4161.0258789063,4304.2309570313,4294.6152343750,2760.5129394531,4319.1025390625,4290.5126953125,4223.8461914063,3550.8974609375,,,
23.8984375000,5,4281.2822265625,4295.3847656250,4324.7436523438,4332.6923828125,4251.9228515625,4301.5385742188,4163.4614257813,4303.3334960938,4297.6923828125,2770.2563476563,4316.0258789063,4289.3588867188,4223.8461914063,3551.0256347656,,,
23.9062500000,5,4281.1538085938,4295.6411132813,4326.0258789063,4332.8203125000,4251.0258789063,4301.2822265625,4164.4873046875,4300.3847656250,4295.8974609375,2778.8461914063,4315.0000000000,4294.2309570313,4220.7690429688,3551.5385742188,,,
